,Course Title,Course Name,Course Department,Instructor Full Name,UGrad,Grad,NonDegree,XReg,VUS,Employee,Withdraw,Year,Semester,Total
1143,FRENCH 30,Upper-level French,Romance Languages & Lit,"Brisson,Claire-Marie",6,0,0,2,0,0,0,2023,Fall,8
1144,FRENCH 30,Upper-level French,Romance Languages & Lit,"Brisson,Claire-Marie",16,0,0,0,0,0,0,2023,Fall,16
1145,FRENCH 30,Upper-level French,Romance Languages & Lit,"Brisson,Claire-Marie",7,1,0,0,0,0,0,2023,Fall,8
1146,FRENCH 330,Doctoral Dissertations,Romance Languages & Lit,"Beizer,Janet L.",0,1,0,0,0,0,0,2023,Fall,1
1147,FRENCH 330,Doctoral Dissertations,Romance Languages & Lit,"Conley,Tom",0,1,0,0,0,0,0,2023,Fall,1
1148,FRENCH 40,Advanced French I,Romance Languages & Lit,"Brisson,Claire-Marie",12,0,0,1,0,0,0,2023,Fall,13
1149,FRENCH 40,Advanced French I,Romance Languages & Lit,"Brisson,Claire-Marie",9,1,0,1,0,0,0,2023,Fall,11
1150,FRENCH 50,Advanced French II,Romance Languages & Lit,"Turman,Karen",9,1,0,0,0,0,0,2023,Fall,10
1151,FRENCH 50,Advanced French II,Romance Languages & Lit,"Turman,Karen",10,0,0,0,0,0,0,2023,Fall,10
1152,FRENCH 64,French Lang in North America,Romance Languages & Lit,"Brisson,Claire-Marie",6,0,0,0,0,0,0,2023,Fall,6
1153,FRENCH 64,French Lang in North America,Romance Languages & Lit,"Brisson,Claire-Marie",5,0,0,1,0,0,0,2023,Fall,6
1154,FRENCH 86,Mother Dearest,Romance Languages & Lit,"Kim,Annabel",20,3,0,0,0,0,0,2023,Fall,23
1155,FRENCH 91R,Supervised Reading and Researc,Romance Languages & Lit,"Kim,Annabel",1,0,0,0,0,0,0,2023,Fall,1
1156,FRENCH 99A,Tutorial - Senior Year,Romance Languages & Lit,"Richman,Kathy A.",1,0,0,0,0,0,0,2023,Fall,1
1157,FT 101A,Elementary Filipino I,South Asian Studies,"Orsal,Lady Aileen",11,1,0,1,0,0,0,2023,Fall,13
1158,FT 102A,Intermediate Filipino I,South Asian Studies,"Orsal,Lady Aileen",2,0,0,0,0,0,0,2023,Fall,2
1228,GEEZ BA,Intermediate Geez,African & African Amer Studies,"Mugane,John M",1,0,0,1,0,0,0,2023,Fall,2
1301,GERMAN 10A,Beginning German,Germanic Languages & Lit,"Parkes,Lisa",6,0,0,0,0,0,0,2023,Fall,6
1302,GERMAN 10A,Beginning German,Germanic Languages & Lit,"Parkes,Lisa",4,0,0,1,0,0,0,2023,Fall,5
1303,GERMAN 10A,Beginning German,Germanic Languages & Lit,"Parkes,Lisa",6,1,0,0,0,0,0,2023,Fall,7
1304,GERMAN 10A,Beginning German,Germanic Languages & Lit,"Parkes,Lisa",3,0,0,0,0,0,0,2023,Fall,3
1305,GERMAN 10AB,Beginning German (Intensive),Germanic Languages & Lit,"Parkes,Lisa",11,2,0,1,0,0,0,2023,Fall,14
1306,GERMAN 115,Deutsche Komödie,Germanic Languages & Lit,"Parkes,Lisa",4,0,0,0,0,1,0,2023,Fall,5
1307,GERMAN 126,Fairy Tales,Germanic Languages & Lit,"Pirozhenko,Ekaterina Petrovna",2,0,0,0,0,0,0,2023,Fall,2
1308,GERMAN 140,German Social Thought,Germanic Languages & Lit,"Gordon,Peter E.",6,1,0,0,0,0,0,2023,Fall,7
1309,GERMAN 154,The Frankfurt School,Germanic Languages & Lit,"Rentschler,Eric",3,1,0,0,0,0,0,2023,Fall,4
1310,GERMAN 188,"Angst, Sex, and Dreams",Germanic Languages & Lit,"Stewart,William Joseph",9,2,0,0,0,0,0,2023,Fall,11
1311,GERMAN 199,Freedom: Transatlantic Affair,Germanic Languages & Lit,"Carranza,Daniel",4,1,0,0,0,0,0,2023,Fall,5
1312,GERMAN 20A,Intermediate German,Germanic Languages & Lit,"Parkes,Lisa",4,2,0,0,0,0,0,2023,Fall,6
1313,GERMAN 20A,Intermediate German,Germanic Languages & Lit,"Parkes,Lisa",12,1,0,0,0,0,0,2023,Fall,13
1314,GERMAN 20AB,Intermediate German: Intensive,Germanic Languages & Lit,"Parkes,Lisa",3,1,0,0,0,0,0,2023,Fall,4
1315,GERMAN 20B,Intermediate German,Germanic Languages & Lit,"Parkes,Lisa",2,1,0,0,0,0,0,2023,Fall,3
1316,GERMAN 229,Goethe's Novels,Germanic Languages & Lit,"Carranza,Daniel",0,3,0,0,0,0,0,2023,Fall,3
1317,GERMAN 291,Questions of Theory,Germanic Languages & Lit,"Suetterlin,Nicole",0,5,0,1,0,0,0,2023,Fall,6
1318,GERMAN 300,Dissertation,Germanic Languages & Lit,"Hamilton,John T.",0,1,0,0,0,0,0,2023,Fall,1
1319,GERMAN 300,Dissertation,Germanic Languages & Lit,"Burgard,Peter J.",0,2,0,0,0,0,0,2023,Fall,2
1320,GERMAN 310,Teaching,Germanic Languages & Lit,"Carranza,Daniel",0,4,0,0,0,0,0,2023,Fall,4
1321,GERMAN 61,Advanced Grammar and Reading,Germanic Languages & Lit,"Dymek,Anne",7,0,0,1,0,0,0,2023,Fall,8
1322,GERMAN 61,Advanced Grammar and Reading,Germanic Languages & Lit,"Dymek,Anne",8,0,0,0,0,0,0,2023,Fall,8
1323,GERMAN 90R,Dutch,Germanic Languages & Lit,"Parkes,Lisa",1,1,0,0,0,0,0,2023,Fall,2
1324,GERMAN 90R,Dutch,Germanic Languages & Lit,"Parkes,Lisa",1,0,0,0,0,0,0,2023,Fall,1
1325,GERMAN 99A,Tutorial - Senior Year,Germanic Languages & Lit,"Parkes,Lisa",2,0,0,0,0,0,0,2023,Fall,2
1326,GERMAN AX,German for Reading Knowledge,Germanic Languages & Lit,"Stewart,William Joseph",1,2,0,0,0,0,0,2023,Fall,3
1400,GREEK 1,Introductory Ancient Greek 1,"Classics, The","Livingston,Ivy",11,0,0,0,0,0,0,2023,Fall,11
1401,GREEK 10,Intro. to Ancient Greek Lit.,"Classics, The","Livingston,Ivy",0,2,0,0,0,0,0,2023,Fall,2
1402,GREEK 104,Herodotus,"Classics, The","Rau,Jeremy",5,1,0,0,0,0,0,2023,Fall,6
1403,GREEK 129,Euripides' Bacchae,"Classics, The","Weiss,Naomi A",5,1,1,0,0,0,0,2023,Fall,7
1404,GREEK 3,Introductory Ancient Greek 3,"Classics, The","Livingston,Ivy",8,2,0,0,0,0,0,2023,Fall,10
1405,GRGN AR,Elementary Georgian,Slavic Languages & Literatures,"Clancy,Steven",0,1,0,1,0,0,0,2023,Fall,2
1406,GRGN BR,Intermediate Georgian,Slavic Languages & Literatures,"Clancy,Steven",0,1,0,0,0,0,0,2023,Fall,1
1407,GULLAH AA,Elementary Gullah,African & African Amer Studies,"Mugane,John M",9,0,0,0,0,0,0,2023,Fall,9
1455,HAITIAN AA,Elementary Haitian Creole,African & African Amer Studies,"Mugane,John M",4,1,0,0,0,0,0,2023,Fall,5
1509,HEBREW 131,The Book of Daniel,Near Eastern Languages & Civ,"Teeter,Andrew",0,3,0,0,0,0,0,2023,Fall,3
1510,HEBREW 235,The Binding of Isaac (Aqedah),Near Eastern Languages & Civ,"Levenson,Jon D.",0,3,0,0,0,0,0,2023,Fall,3
1511,HIND-URD 101A,Introductory Hindi-Urdu,South Asian Studies,"Delacy,Richard Somers",33,1,0,1,0,0,0,2023,Fall,35
1512,HIND-URD 101A,Introductory Hindi-Urdu,South Asian Studies,"Kovacs,Hajnalka",3,0,0,3,0,0,0,2023,Fall,6
1513,HIND-URD 102A,Intermediate Hindi-Urdu,South Asian Studies,"Kovacs,Hajnalka",1,1,0,1,0,0,0,2023,Fall,3
1514,HIND-URD 103AR,Advanced Hindi-Urdu,South Asian Studies,"Delacy,Richard Somers",3,0,0,1,0,0,0,2023,Fall,4
1515,HIND-URD 105R,Topics in Hindi-Urdu Literatur,South Asian Studies,"Delacy,Richard Somers",0,0,0,1,0,0,0,2023,Fall,1
1516,HIND-URD 91R,Hindi-Urdu Supervised Readings,South Asian Studies,"Delacy,Richard Somers",4,0,0,0,0,0,0,2023,Fall,4
1683,IGBO 101AR,Advanced Igbo,African & African Amer Studies,"Mugane,John M",2,0,0,1,0,0,0,2023,Fall,3
1684,IGBO AA,Elementary Igbo,African & African Amer Studies,"Mugane,John M",10,0,0,1,0,0,0,2023,Fall,11
1725,IRISH 132,Introduction to Modern Irish,Celtic Languages & Literatures,"McKenna,Catherine",3,2,0,0,0,0,0,2023,Fall,5
1726,IRISH 160R,Advanced Modern Irish,Celtic Languages & Literatures,"McKenna,Catherine",2,2,0,0,0,0,0,2023,Fall,4
1727,IRISH 200,Introduction to Old Irish,Celtic Languages & Literatures,"Nagy,Joseph F",1,3,0,0,0,0,0,2023,Fall,4
1729,ITAL 10,Beginning Italian I,Romance Languages & Lit,"Trebaiocchi,Chiara",7,0,0,1,0,0,0,2023,Fall,8
1730,ITAL 10,Beginning Italian I,Romance Languages & Lit,"Trebaiocchi,Chiara",9,0,0,0,0,0,0,2023,Fall,9
1731,ITAL 10,Beginning Italian I,Romance Languages & Lit,"Trebaiocchi,Chiara",11,0,0,1,0,0,1,2023,Fall,11
1732,ITAL 11,Beginning Italian II,Romance Languages & Lit,"Trebaiocchi,Chiara",5,2,0,0,0,0,0,2023,Fall,7
1733,ITAL 138,Cosmos of the Divine Comedy,Romance Languages & Lit,"Camozzi Pistoja,Ambrogio",20,3,0,1,0,0,0,2023,Fall,24
1734,ITAL 141,The Meaning of Epic,Romance Languages & Lit,"Erspamer,Francesco",3,1,0,0,0,0,0,2023,Fall,4
1735,ITAL 15,Intensive Beginning Italian,Romance Languages & Lit,"Trebaiocchi,Chiara",2,2,0,1,0,0,0,2023,Fall,5
1736,ITAL 16,Italian for Research,Romance Languages & Lit,"Trebaiocchi,Chiara",0,1,0,0,0,0,0,2023,Fall,1
1737,ITAL 162,What is Time?,Romance Languages & Lit,"Erspamer,Francesco",6,1,0,0,0,0,0,2023,Fall,7
1738,ITAL 20,Intermediate Italian,Romance Languages & Lit,"Trebaiocchi,Chiara",9,1,0,1,0,0,0,2023,Fall,11
1739,ITAL 232,Boccaccio's Other Works,Romance Languages & Lit,"Camozzi Pistoja,Ambrogio",0,2,0,0,0,0,0,2023,Fall,2
1740,ITAL 30,Upper-Level Italian,Romance Languages & Lit,"Trebaiocchi,Chiara",3,0,0,0,0,0,0,2023,Fall,3
1741,ITAL 40,Advanced Italian I,Romance Languages & Lit,"Trebaiocchi,Chiara",5,0,0,0,0,0,0,2023,Fall,5
1742,ITAL 50,Advanced Italian II,Romance Languages & Lit,"Trebaiocchi,Chiara",3,0,0,0,0,0,0,2023,Fall,3
1743,JAMAICAN AA,Elementary Jamaican Patois,African & African Amer Studies,"Mugane,John M",10,0,0,0,0,0,0,2023,Fall,10
1744,JAPAN 106A,Classical Japanese,East Asian Langs & Civ,"Truscott,Danica Marie",4,3,0,0,0,0,0,2023,Fall,7
1745,JAPAN 106B,Kambun,East Asian Langs & Civ,"Truscott,Danica Marie",1,1,0,0,0,0,0,2023,Fall,2
1746,JAPAN 120A,Intermediate Japanese I,East Asian Langs & Civ,"Takehara,Chikako",4,3,0,2,0,0,0,2023,Fall,9
1747,JAPAN 120A,Intermediate Japanese I,East Asian Langs & Civ,"Takehara,Chikako",8,3,0,0,0,0,0,2023,Fall,11
1748,JAPAN 120A,Intermediate Japanese I,East Asian Langs & Civ,"Takehara,Chikako",2,0,0,0,0,0,0,2023,Fall,2
1749,JAPAN 130A,Intermediate Japanese II,East Asian Langs & Civ,"Yagi,Mihoko",7,4,0,0,0,0,0,2023,Fall,11
1750,JAPAN 130A,Intermediate Japanese II,East Asian Langs & Civ,"Yagi,Mihoko",4,0,0,0,0,0,0,2023,Fall,4
1751,JAPAN 140A,Advanced Modern Japanese,East Asian Langs & Civ,"Asakura,Naomi",6,2,0,1,0,0,0,2023,Fall,9
1752,JAPAN 140A,Advanced Modern Japanese,East Asian Langs & Civ,"Asakura,Naomi",2,1,0,1,0,0,0,2023,Fall,4
1753,JAPAN 150A,Reads & Discus Jpn Soc Sci,East Asian Langs & Civ,"Asakura,Naomi",2,2,0,2,0,0,0,2023,Fall,6
1754,JAPAN 210A,Reading Scholarly Japanese,East Asian Langs & Civ,"Jacobsen,Wesley Mark",0,5,0,1,0,0,0,2023,Fall,6
1755,JAPAN 300,Reading and Research,East Asian Langs & Civ,"Howell,David L",0,1,0,0,0,0,0,2023,Fall,1
1756,JAPAN BA,Elementary Japanese,East Asian Langs & Civ,"Sakomura,Yuki",14,3,1,1,0,0,0,2023,Fall,19
1757,JAPAN BA,Elementary Japanese,East Asian Langs & Civ,"Sakomura,Yuki",8,1,0,1,0,0,0,2023,Fall,10
1758,JAPAN BA,Elementary Japanese,East Asian Langs & Civ,"Sakomura,Yuki",8,0,0,1,0,2,2,2023,Fall,9
1762,KOREAN 120A,Intermediate Korean,East Asian Langs & Civ,"Noh,Ahsil",11,0,0,0,0,0,0,2023,Fall,11
1763,KOREAN 130A,Pre-advanced Korean,East Asian Langs & Civ,"Kim,Hwanhee",7,2,0,1,0,0,0,2023,Fall,10
1764,KOREAN 130XA,Pre-Adv Mod Kor for High-Prof,East Asian Langs & Civ,"Oh,Kyoungwon",4,0,0,0,0,0,0,2023,Fall,4
1765,KOREAN 140A,Advanced Korean,East Asian Langs & Civ,"Noh,Ahsil",3,0,0,1,0,0,0,2023,Fall,4
1766,KOREAN 150A,Readings in Cultural Studies,East Asian Langs & Civ,"Oh,Kyoungwon",1,1,0,0,0,0,0,2023,Fall,2
1767,KOREAN 300,Reading and Research,East Asian Langs & Civ,"Eckert,Carter J.",0,1,0,0,0,0,0,2023,Fall,1
1768,KOREAN BA,Elementary Korean,East Asian Langs & Civ,"Kim,Hwanhee",21,1,0,2,0,1,0,2023,Fall,25
1769,KOREAN BA,Elementary Korean,East Asian Langs & Civ,"Kim,Hi-Sun Helen",15,0,0,1,0,0,0,2023,Fall,16
1770,KOREAN BA,Elementary Korean,East Asian Langs & Civ,"Kim,Hi-Sun Helen",7,2,0,1,0,0,0,2023,Fall,10
1771,KOREAN BX,Korean for Advanced Beginners,East Asian Langs & Civ,"Kim,Hi-Sun Helen",4,0,0,0,0,0,0,2023,Fall,4
1774,KURDISH AA,Elementary Kurdish I,Near Eastern Languages & Civ,"Uthman,Nader",1,2,0,0,0,0,0,2023,Fall,3
1775,LATIN 1,Introductory Latin 1,"Classics, The","Livingston,Ivy",5,0,0,1,0,0,0,2023,Fall,6
1776,LATIN 1,Introductory Latin 1,"Classics, The","Livingston,Ivy",11,1,0,1,0,0,1,2023,Fall,12
1777,LATIN 10,Intro. to Latin Literature,"Classics, The","Livingston,Ivy",5,1,0,0,0,0,0,2023,Fall,6
1778,LATIN 102,Catullus,"Classics, The","Philbrick,Rachel",10,0,0,0,0,0,0,2023,Fall,10
1779,LATIN 112A,Latin Lit.: Texts & Contexts,"Classics, The","Peirano Garrison,Irene",6,6,1,0,0,0,0,2023,Fall,13
1780,LATIN 129,Latin Inscriptions & Graffiti,"Classics, The","Coleman,Kathleen M.",9,4,0,0,0,0,0,2023,Fall,13
1781,LATIN 175,Syntax and Style,"Classics, The","Hudson,Jared M",2,2,0,0,0,0,0,2023,Fall,4
1782,LATIN 3,Introductory Latin 3,"Classics, The","Livingston,Ivy",10,1,0,0,0,0,0,2023,Fall,11
1816,MANCHU 210A,Intro to Sources for Manchu St,East Asian Langs & Civ,"Elliott,Mark C.",0,1,0,0,0,0,0,2023,Fall,1
1817,MANCHU A,Elementary Manchu,East Asian Langs & Civ,"Rabinovitch,Jack",0,1,0,0,0,0,0,2023,Fall,1
1997,MOD-HEB 120A,Intermediate Modern Hebrew I,Near Eastern Languages & Civ,"Bechor,Ran Teodor",0,0,0,1,0,0,0,2023,Fall,1
1998,MOD-HEB 130A,Advanced Modern Hebrew I,Near Eastern Languages & Civ,"Bechor,Ran Teodor",4,0,0,0,0,0,0,2023,Fall,4
1999,MOD-HEB BA,Elementary Modern Hebrew I,Near Eastern Languages & Civ,"Bechor,Ran Teodor",8,1,0,1,1,0,1,2023,Fall,10
2000,MODGRK 10,Intro to Modern Greek Texts,"Classics, The","Roilos,Panagiotis",3,0,0,1,0,0,0,2023,Fall,4
2001,MODGRK AA,Elementary Modern Greek,"Classics, The","Dourou,Calliopi Ioannis",8,0,0,3,0,0,0,2023,Fall,11
2002,MODGRK BA,Intermediate Modern Greek,"Classics, The","Roilos,Panagiotis",1,2,0,0,0,0,0,2023,Fall,3
2078,NEP 101A,Introductory Nepali,South Asian Studies,"Patil,Parimal G.",2,0,0,0,0,0,0,2023,Fall,2
2079,NEP 102A,Intermediate Nepali,South Asian Studies,"Patil,Parimal G.",1,0,0,1,0,0,0,2023,Fall,2
2080,NEP 103A,Advanced Nepali,South Asian Studies,"Patil,Parimal G.",3,0,0,0,0,0,0,2023,Fall,3
2081,NEP 104A,Readings in Modern Nepali Lit,South Asian Studies,"Patil,Parimal G.",2,0,0,0,0,0,0,2023,Fall,2
2197,OROMO AA,Elementary Oromo,African & African Amer Studies,"Mugane,John M",6,0,0,2,0,0,0,2023,Fall,8
2199,PERSIAN 108,Persian Sufi Literature,Near Eastern Languages & Civ,"Boylston,Nicholas John",6,0,0,1,0,0,0,2023,Fall,7
2200,PERSIAN 130AR,Advanced Persian I,Near Eastern Languages & Civ,"Ebrahimian,Mojtaba",1,1,0,0,0,0,0,2023,Fall,2
2201,PERSIAN 220,Fndns Classical Persian Poetry,Near Eastern Languages & Civ,"Boylston,Nicholas John",0,5,0,3,0,0,0,2023,Fall,8
2202,PERSIAN AA,Elementary Persian I,Near Eastern Languages & Civ,"Ebrahimian,Mojtaba",4,3,0,6,0,0,0,2023,Fall,13
2203,PERSIAN BA,Intermediate Persian I,Near Eastern Languages & Civ,"Ebrahimian,Mojtaba",1,3,0,1,0,1,0,2023,Fall,6
2357,PLSH AA,Elementary Polish I,Slavic Languages & Literatures,"Kovalchuk,Iryna",1,2,0,0,0,0,0,2023,Fall,3
2358,PLSH BA,Intermediate Polish I,Slavic Languages & Literatures,"Kovalchuk,Iryna",0,1,0,0,0,0,0,2023,Fall,1
2359,PLSH CR,Advanced Polish,Slavic Languages & Literatures,"Kovalchuk,Iryna",3,2,0,0,0,1,0,2023,Fall,6
2360,PORTUG 10,Beginning Portuguese I,Romance Languages & Lit,"Soares,Cristiane",7,0,0,1,0,0,0,2023,Fall,8
2361,PORTUG 10S,Portuguese for Spanish Spkrs I,Romance Languages & Lit,"Soares,Cristiane",6,2,0,2,0,0,0,2023,Fall,10
2362,PORTUG 10S,Portuguese for Spanish Spkrs I,Romance Languages & Lit,"Soares,Cristiane",6,0,0,2,0,0,0,2023,Fall,8
2363,PORTUG 11,Beginning Portuguese II,Romance Languages & Lit,"Soares,Cristiane",0,0,0,0,0,0,0,2023,Fall,0
2364,PORTUG 145,Transatlantic Africa and Brazi,Romance Languages & Lit,"Blackmore,Josiah",0,3,0,0,0,0,0,2023,Fall,3
2365,PORTUG 20,Intermediate Portuguese,Romance Languages & Lit,"Soares,Cristiane",5,1,0,1,0,0,0,2023,Fall,7
2366,PORTUG 264,Colonial Brazil,Romance Languages & Lit,"Blackmore,Josiah",0,1,0,0,0,0,0,2023,Fall,1
2367,PORTUG 30,Upper-Level Portuguese,Romance Languages & Lit,"Soares,Cristiane",3,1,0,0,0,0,0,2023,Fall,4
2368,PORTUG 330,Doctoral Dissertations,Romance Languages & Lit,"Carvalho,Bruno Martins",0,1,0,0,0,0,0,2023,Fall,1
2369,PORTUG 52,Advanced Portuguese II,Romance Languages & Lit,"Soares,Cristiane",4,0,0,1,0,0,0,2023,Fall,5
2471,PULAAR AA,Elementary Pulaar,African & African Amer Studies,"Mugane,John M",0,0,0,0,0,0,0,2023,Fall,0
2570,RUSS 101,Third-Year Russian I,Slavic Languages & Literatures,"Zalaltdinova,Liya",4,4,0,1,0,0,0,2023,Fall,9
2571,RUSS 101,Third-Year Russian I,Slavic Languages & Literatures,"Zalaltdinova,Liya",3,4,0,1,0,0,0,2023,Fall,8
2572,RUSS 113,Fourth-Year Russian,Slavic Languages & Literatures,"Mironava,Jenya",1,1,0,0,0,0,0,2023,Fall,2
2573,RUSS 114,Fourth-Year Russian,Slavic Languages & Literatures,"Zalaltdinova,Liya",3,4,0,1,0,0,0,2023,Fall,8
2574,RUSS 120R,Readings in Advanced Russian,Slavic Languages & Literatures,"Clancy,Steven",0,0,0,0,0,0,0,2023,Fall,0
2575,RUSS AA,Elementary Russian I,Slavic Languages & Literatures,"Clancy,Steven",0,0,0,0,0,0,0,2023,Fall,0
2576,RUSS AA,Elementary Russian I,Slavic Languages & Literatures,"Clancy,Steven",3,0,0,0,0,0,0,2023,Fall,3
2577,RUSS AA,Elementary Russian I,Slavic Languages & Literatures,"Clancy,Steven",6,0,0,0,0,0,0,2023,Fall,6
2578,RUSS AAB,Elementary Russian (Intensive),Slavic Languages & Literatures,"Pastushenkov,Dmitrii",4,2,1,1,0,0,0,2023,Fall,8
2579,RUSS BA,Intermediate Russian I,Slavic Languages & Literatures,"Clancy,Steven",6,2,0,0,0,0,0,2023,Fall,8
2580,RUSS BA,Intermediate Russian I,Slavic Languages & Literatures,"Clancy,Steven",1,2,0,1,0,0,0,2023,Fall,4
2581,SANSKRIT 101A,Elementary Sanskrit,South Asian Studies,"Cummins,Patrick",0,1,0,5,0,0,0,2023,Fall,6
2582,SANSKRIT 102AR,Intermediate Sanskrit I,South Asian Studies,"Patil,Parimal G.",0,2,0,3,0,0,0,2023,Fall,5
2583,SANSKRIT 200R,Advanced Poetic Sanskrit,South Asian Studies,"Cummins,Patrick",3,0,0,2,0,0,0,2023,Fall,5
2584,SANSKRIT 250R,Nth Year Sanskrit: Seminar,South Asian Studies,"Patil,Parimal G.",1,4,0,0,0,0,0,2023,Fall,5
2585,SANSKRIT 301,Reading and Research,South Asian Studies,"Patil,Parimal G.",0,1,0,0,0,0,0,2023,Fall,1
2586,SANSKRIT 310,Doctoral Dissertations,South Asian Studies,"Patil,Parimal G.",0,3,0,0,0,0,0,2023,Fall,3
2600,SCAND 90R.C,Norwegian,Germanic Languages & Lit,"Broome,Agnes",2,0,0,0,0,0,0,2023,Fall,2
2601,SCAND 90R.C,Norwegian,Germanic Languages & Lit,"Broome,Agnes",3,0,0,0,0,0,0,2023,Fall,3
2734,SOMALI AA,Elementary Somali,African & African Amer Studies,"Mugane,John M",5,0,0,0,0,0,0,2023,Fall,5
2735,SOMALI BA,Intermediate Somali,African & African Amer Studies,"Mugane,John M",1,1,0,1,0,0,0,2023,Fall,3
2736,SPANSH 10,Beginning Spanish I,Romance Languages & Lit,"Parra-Velasco,Maria Luisa",13,1,0,0,0,0,0,2023,Fall,14
2737,SPANSH 10,Beginning Spanish I,Romance Languages & Lit,"Parra-Velasco,Maria Luisa",9,0,0,1,0,0,0,2023,Fall,10
2738,SPANSH 10,Beginning Spanish I,Romance Languages & Lit,"Parra-Velasco,Maria Luisa",16,0,0,0,1,0,0,2023,Fall,17
2739,SPANSH 10,Beginning Spanish I,Romance Languages & Lit,"Parra-Velasco,Maria Luisa",13,1,0,1,0,0,0,2023,Fall,15
2740,SPANSH 10,Beginning Spanish I,Romance Languages & Lit,"Parra-Velasco,Maria Luisa",10,1,0,0,0,0,0,2023,Fall,11
2741,SPANSH 10,Beginning Spanish I,Romance Languages & Lit,"Parra-Velasco,Maria Luisa",14,1,0,0,0,0,0,2023,Fall,15
2742,SPANSH 10,Beginning Spanish I,Romance Languages & Lit,"Parra-Velasco,Maria Luisa",6,0,0,0,0,0,0,2023,Fall,6
2743,SPANSH 10,Beginning Spanish I,Romance Languages & Lit,"Parra-Velasco,Maria Luisa",8,0,0,1,0,0,0,2023,Fall,9
2744,SPANSH 10,Beginning Spanish I,Romance Languages & Lit,"Parra-Velasco,Maria Luisa",6,1,0,0,0,0,0,2023,Fall,7
2745,SPANSH 10,Beginning Spanish I,Romance Languages & Lit,"Parra-Velasco,Maria Luisa",13,1,0,0,0,0,0,2023,Fall,14
2746,SPANSH 107,Revolution/Counter-Revolution,Romance Languages & Lit,"Quintero Machler,Alejandro",3,2,0,0,0,0,1,2023,Fall,4
2747,SPANSH 11,Beginning Spanish II,Romance Languages & Lit,"Feliberty Casiano,Xiomara Hipolita",13,1,0,1,0,0,0,2023,Fall,15
2748,SPANSH 11,Beginning Spanish II,Romance Languages & Lit,"Feliberty Casiano,Xiomara Hipolita",12,0,0,0,0,0,0,2023,Fall,12
2749,SPANSH 11,Beginning Spanish II,Romance Languages & Lit,"Feliberty Casiano,Xiomara Hipolita",9,0,0,0,0,0,0,2023,Fall,9
2750,SPANSH 11,Beginning Spanish II,Romance Languages & Lit,"Feliberty Casiano,Xiomara Hipolita",12,0,0,0,0,0,1,2023,Fall,11
2751,SPANSH 11,Beginning Spanish II,Romance Languages & Lit,"Feliberty Casiano,Xiomara Hipolita",8,0,0,0,0,0,0,2023,Fall,8
2752,SPANSH 11,Beginning Spanish II,Romance Languages & Lit,"Feliberty Casiano,Xiomara Hipolita",15,0,0,0,0,0,0,2023,Fall,15
2753,SPANSH 11,Beginning Spanish II,Romance Languages & Lit,"Feliberty Casiano,Xiomara Hipolita",10,0,0,0,0,0,0,2023,Fall,10
2754,SPANSH 11,Beginning Spanish II,Romance Languages & Lit,"Feliberty Casiano,Xiomara Hipolita",11,0,0,0,0,0,0,2023,Fall,11
2755,SPANSH 118,Women Writers in Greater Mexic,Romance Languages & Lit,"Vela Martinez,Alejandra",22,3,0,1,0,0,1,2023,Fall,25
2756,SPANSH 15,Intensive Beginning Spanish,Romance Languages & Lit,"Feliberty Casiano,Xiomara Hipolita",7,0,0,1,0,0,0,2023,Fall,8
2757,SPANSH 186,Tobacco and Sugar,Romance Languages & Lit,"Sommer,Doris",6,3,0,0,0,0,0,2023,Fall,9
2758,SPANSH 20,Intermediate Spanish,Romance Languages & Lit,"Gutierrez,Adriana",11,1,0,0,0,0,0,2023,Fall,12
2759,SPANSH 20,Intermediate Spanish,Romance Languages & Lit,"Gutierrez,Adriana",11,0,0,0,0,0,0,2023,Fall,11
2760,SPANSH 20,Intermediate Spanish,Romance Languages & Lit,"Gutierrez,Adriana",12,0,0,0,0,0,0,2023,Fall,12
2761,SPANSH 20,Intermediate Spanish,Romance Languages & Lit,"Gutierrez,Adriana",12,0,0,0,0,0,0,2023,Fall,12
2762,SPANSH 20,Intermediate Spanish,Romance Languages & Lit,"Gutierrez,Adriana",8,0,0,0,0,0,0,2023,Fall,8
2763,SPANSH 20,Intermediate Spanish,Romance Languages & Lit,"Gutierrez,Adriana",10,0,0,1,0,0,0,2023,Fall,11
2764,SPANSH 20,Intermediate Spanish,Romance Languages & Lit,"Gutierrez,Adriana",12,0,0,1,0,0,0,2023,Fall,13
2765,SPANSH 20,Intermediate Spanish,Romance Languages & Lit,"Gutierrez,Adriana",6,0,0,0,0,0,0,2023,Fall,6
2766,SPANSH 216,The Dangers of Femininity,Romance Languages & Lit,"Vela Martinez,Alejandra",4,1,1,0,0,0,0,2023,Fall,6
2767,SPANSH 30,Upper-level Spanish,Romance Languages & Lit,"Liander,Johanna Damgaard",10,0,0,0,0,0,0,2023,Fall,10
2768,SPANSH 30,Upper-level Spanish,Romance Languages & Lit,"Liander,Johanna Damgaard",11,0,0,0,0,0,0,2023,Fall,11
2769,SPANSH 30,Upper-level Spanish,Romance Languages & Lit,"Liander,Johanna Damgaard",8,0,0,3,0,0,0,2023,Fall,11
2770,SPANSH 30,Upper-level Spanish,Romance Languages & Lit,"Liander,Johanna Damgaard",11,0,0,0,0,0,0,2023,Fall,11
2771,SPANSH 30,Upper-level Spanish,Romance Languages & Lit,"Liander,Johanna Damgaard",8,0,0,5,0,0,0,2023,Fall,13
